path,topic,action,reason
artifacts/analysis/model_development/mlb_hits_market_independent_reconstruction,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits_nonmarket_player_game_feature_spine,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits_production_model_reconstruction,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_hits_threshold_specific_evidence_audit,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_july17_live_hits15_directional_capture,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_pitcher_foundation_hitter_hits_transfer,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_pitcher_hits_allowed_current_encounter_source,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_pitcher_hits_allowed_granular_encounter_challenger,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_pitcher_hits_allowed_live_replay_repair,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_pitcher_hits_allowed_promotion_grade,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_pregame_starter_bullpen_exposure_forecast,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_remaining_starter_campaign_stop_reconciliation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_actual_vs_expected_contract_review,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_expected_hits_allowed_characterization,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_facing_pa_exposure_restoration,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_historical_reconstruction_governance_decision,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_skill_workload_archive_extension_pilot_1,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_skill_workload_daily_generator,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_skill_workload_daily_noop,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_skill_workload_launchagent,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_skill_workload_prospective_observation,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_skill_workload_reconstruction,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_starter_special_regime_and_first_start_framework_deferment,STARTER_RECONSTRUCTION,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_unified_batter_outcome_v1,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/mlb_unified_batter_outcome_v1_coherent_revision,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
artifacts/analysis/model_development/nhl_sog_outcome_denominator_certification,HITS_TB_SHARED,UNRESOLVED_LEAVE_IN_PLACE,Potential shared or active caller; conservative no-move pending package-specific reachability review
