population,metric,omitted_feature,family_size,unadjusted_two_sided_bootstrap_p,holm_adjusted_p,holm_significant_0_05,fraction_favoring_candidate,fraction_favoring_champion,interpretation
FROZEN_2025_VALIDATION,mae,league_total,22,0.0226,0.47459999999999997,False,0.9887,0.0113,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,away_starter_ra9,22,0.1492,1.0,False,0.0746,0.9254,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,home_starter_prior_starts,22,0.8636,1.0,False,0.4318,0.5682,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,away_starter_prior_starts,22,0.0144,0.3024,False,0.0072,0.9928,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,home_expected_outs,22,0.161,1.0,False,0.9195,0.0805,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,away_expected_outs,22,0.0266,0.532,False,0.9867,0.0133,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,home_workload_uncertainty_outs,22,0.6688,1.0,False,0.3344,0.6656,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,away_workload_uncertainty_outs,22,0.952,1.0,False,0.524,0.476,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,home_bullpen_ra9,22,0.6756,1.0,False,0.6622,0.3378,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,away_bullpen_ra9,22,0.1356,1.0,False,0.0678,0.9322,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,home_bullpen_likely_available_reliever_count,22,0.2092,1.0,False,0.8954,0.1046,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,away_bullpen_likely_available_reliever_count,22,0.9874,1.0,False,0.5063,0.4937,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,home_bullpen_recent_innings_burden,22,0.9724,1.0,False,0.5138,0.4862,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,away_bullpen_recent_innings_burden,22,0.8244,1.0,False,0.5878,0.4122,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,strict_prior_total_run_factor,22,0.8408,1.0,False,0.4204,0.5796,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,park_history_depth,22,0.0004,0.0088,True,0.0002,0.9998,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,mae,game_number,22,0.408,1.0,False,0.796,0.204,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,league_total,22,0.1464,1.0,False,0.0732,0.9268,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_offense,22,0.2634,1.0,False,0.1317,0.8683,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_prevention,22,0.005,0.105,False,0.9975,0.0025,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_offense,22,0.809,1.0,False,0.5955,0.4045,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_prevention,22,0.498,1.0,False,0.751,0.249,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_starter_ra9,22,0.7784,1.0,False,0.6108,0.3892,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_starter_ra9,22,0.0414,0.7866,False,0.0207,0.9793,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_starter_prior_starts,22,0.5312,1.0,False,0.7344,0.2656,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_starter_prior_starts,22,0.1014,1.0,False,0.0507,0.9493,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_expected_outs,22,0.0478,0.8604,False,0.9761,0.0239,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_expected_outs,22,0.1518,1.0,False,0.9241,0.0759,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_workload_uncertainty_outs,22,0.8798,1.0,False,0.4399,0.5601,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_workload_uncertainty_outs,22,0.7722,1.0,False,0.6139,0.3861,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_bullpen_ra9,22,0.0002,0.0044,True,0.9999,0.0001,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_bullpen_ra9,22,0.1494,1.0,False,0.9253,0.0747,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_bullpen_likely_available_reliever_count,22,0.4558,1.0,False,0.7721,0.2279,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_bullpen_likely_available_reliever_count,22,0.8664,1.0,False,0.5668,0.4332,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,home_bullpen_recent_innings_burden,22,0.3686,1.0,False,0.1843,0.8157,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,away_bullpen_recent_innings_burden,22,0.7918,1.0,False,0.6041,0.3959,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,strict_prior_total_run_factor,22,0.1176,1.0,False,0.0588,0.9412,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,park_history_depth,22,0.6224,1.0,False,0.6888,0.3112,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,crps,game_number,22,0.011,0.21999999999999997,False,0.9945,0.0055,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,league_total,22,0.2476,1.0,False,0.1238,0.8762,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_offense,22,0.3048,1.0,False,0.1524,0.8476,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_prevention,22,0.0074,0.1554,False,0.9963,0.0037,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_offense,22,0.7644,1.0,False,0.6178,0.3822,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_prevention,22,0.7518,1.0,False,0.6241,0.3759,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_starter_ra9,22,0.9188,1.0,False,0.5406,0.4594,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_starter_ra9,22,0.0594,1.0,False,0.0297,0.9703,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_starter_prior_starts,22,0.4014,1.0,False,0.7993,0.2007,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_starter_prior_starts,22,0.0474,0.9006,False,0.0237,0.9763,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_expected_outs,22,0.0262,0.524,False,0.9869,0.0131,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_expected_outs,22,0.0598,1.0,False,0.9701,0.0299,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_workload_uncertainty_outs,22,0.6658,1.0,False,0.3329,0.6671,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_workload_uncertainty_outs,22,0.6476,1.0,False,0.6762,0.3238,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_bullpen_ra9,22,0.001,0.022,True,0.9995,0.0005,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_bullpen_ra9,22,0.2584,1.0,False,0.8708,0.1292,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_bullpen_likely_available_reliever_count,22,0.4506,1.0,False,0.7747,0.2253,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_bullpen_likely_available_reliever_count,22,0.9538,1.0,False,0.5231,0.4769,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,home_bullpen_recent_innings_burden,22,0.5014,1.0,False,0.2507,0.7493,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,away_bullpen_recent_innings_burden,22,0.7872,1.0,False,0.6064,0.3936,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,strict_prior_total_run_factor,22,0.3174,1.0,False,0.1587,0.8413,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,park_history_depth,22,0.9128,1.0,False,0.4564,0.5436,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,brier,game_number,22,0.0502,0.9036000000000001,False,0.9749,0.0251,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,league_total,22,0.217,1.0,False,0.1085,0.8915,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_offense,22,0.3216,1.0,False,0.1608,0.8392,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_prevention,22,0.0064,0.13440000000000002,False,0.9968,0.0032,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_offense,22,0.8442,1.0,False,0.5779,0.4221,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_prevention,22,0.6212,1.0,False,0.6894,0.3106,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_starter_ra9,22,0.94,1.0,False,0.53,0.47,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_starter_ra9,22,0.0756,1.0,False,0.0378,0.9622,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_starter_prior_starts,22,0.409,1.0,False,0.7955,0.2045,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_starter_prior_starts,22,0.0524,0.9432,False,0.0262,0.9738,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_expected_outs,22,0.0286,0.5720000000000001,False,0.9857,0.0143,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_expected_outs,22,0.0594,1.0,False,0.9703,0.0297,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_workload_uncertainty_outs,22,0.6672,1.0,False,0.3336,0.6664,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_workload_uncertainty_outs,22,0.6002,1.0,False,0.6999,0.3001,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_bullpen_ra9,22,0.0004,0.0088,True,0.9998,0.0002,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_bullpen_ra9,22,0.1772,1.0,False,0.9114,0.0886,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_bullpen_likely_available_reliever_count,22,0.4292,1.0,False,0.7854,0.2146,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_bullpen_likely_available_reliever_count,22,0.829,1.0,False,0.5855,0.4145,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,home_bullpen_recent_innings_burden,22,0.4394,1.0,False,0.2197,0.7803,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,away_bullpen_recent_innings_burden,22,0.8122,1.0,False,0.5939,0.4061,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,strict_prior_total_run_factor,22,0.3308,1.0,False,0.1654,0.8346,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,park_history_depth,22,0.9324,1.0,False,0.5338,0.4662,FWER sensitivity only; not sole replaceability interpretation
2026_LATE_HOLDOUT,log_loss,game_number,22,0.048,0.912,False,0.976,0.024,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,league_total,22,0.9092,1.0,False,0.4546,0.5454,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_offense,22,0.4848,1.0,False,0.7576,0.2424,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_prevention,22,0.1836,1.0,False,0.0918,0.9082,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_offense,22,0.6356,1.0,False,0.3178,0.6822,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_prevention,22,0.5214,1.0,False,0.7393,0.2607,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_starter_ra9,22,0.9474,1.0,False,0.4737,0.5263,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_starter_ra9,22,0.5844,1.0,False,0.2922,0.7078,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_starter_prior_starts,22,0.1258,1.0,False,0.0629,0.9371,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_starter_prior_starts,22,0.3908,1.0,False,0.1954,0.8046,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_expected_outs,22,0.0996,1.0,False,0.0498,0.9502,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_expected_outs,22,0.5084,1.0,False,0.7458,0.2542,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_workload_uncertainty_outs,22,0.4352,1.0,False,0.7824,0.2176,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_workload_uncertainty_outs,22,0.4212,1.0,False,0.2106,0.7894,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_bullpen_ra9,22,0.265,1.0,False,0.1325,0.8675,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_bullpen_ra9,22,0.6606,1.0,False,0.3303,0.6697,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_bullpen_likely_available_reliever_count,22,0.0794,1.0,False,0.9603,0.0397,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_bullpen_likely_available_reliever_count,22,0.0158,0.3476,False,0.9921,0.0079,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,home_bullpen_recent_innings_burden,22,0.7276,1.0,False,0.6362,0.3638,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,away_bullpen_recent_innings_burden,22,0.413,1.0,False,0.7935,0.2065,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,strict_prior_total_run_factor,22,0.1686,1.0,False,0.0843,0.9157,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,park_history_depth,22,0.029,0.609,False,0.0145,0.9855,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,game_number,22,0.065,1.0,False,0.0325,0.9675,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,league_total,22,0.393,1.0,False,0.1965,0.8035,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_offense,22,0.2514,1.0,False,0.8743,0.1257,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_prevention,22,0.5786,1.0,False,0.2893,0.7107,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_offense,22,0.455,1.0,False,0.2275,0.7725,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_prevention,22,0.1322,1.0,False,0.9339,0.0661,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_starter_ra9,22,0.496,1.0,False,0.248,0.752,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_starter_ra9,22,0.9142,1.0,False,0.4571,0.5429,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_starter_prior_starts,22,0.2356,1.0,False,0.1178,0.8822,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_starter_prior_starts,22,0.7052,1.0,False,0.3526,0.6474,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_expected_outs,22,0.1844,1.0,False,0.0922,0.9078,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_expected_outs,22,0.7154,1.0,False,0.6423,0.3577,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_workload_uncertainty_outs,22,0.4658,1.0,False,0.7671,0.2329,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_workload_uncertainty_outs,22,0.0068,0.14959999999999998,False,0.0034,0.9966,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_bullpen_ra9,22,0.5312,1.0,False,0.7344,0.2656,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_bullpen_ra9,22,0.3632,1.0,False,0.8184,0.1816,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_bullpen_likely_available_reliever_count,22,0.0336,0.6719999999999999,False,0.9832,0.0168,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_bullpen_likely_available_reliever_count,22,0.0306,0.6426,False,0.9847,0.0153,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,home_bullpen_recent_innings_burden,22,0.4238,1.0,False,0.7881,0.2119,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,away_bullpen_recent_innings_burden,22,0.0812,1.0,False,0.9594,0.0406,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,strict_prior_total_run_factor,22,0.0952,1.0,False,0.0476,0.9524,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,park_history_depth,22,0.541,1.0,False,0.2705,0.7295,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,game_number,22,0.5248,1.0,False,0.2624,0.7376,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,league_total,22,0.3778,1.0,False,0.1889,0.8111,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_offense,22,0.3732,1.0,False,0.8134,0.1866,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_prevention,22,0.6314,1.0,False,0.3157,0.6843,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_offense,22,0.4586,1.0,False,0.2293,0.7707,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_prevention,22,0.1282,1.0,False,0.9359,0.0641,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_starter_ra9,22,0.5734,1.0,False,0.2867,0.7133,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_starter_ra9,22,0.6822,1.0,False,0.3411,0.6589,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_starter_prior_starts,22,0.4236,1.0,False,0.2118,0.7882,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_starter_prior_starts,22,0.6568,1.0,False,0.3284,0.6716,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_expected_outs,22,0.3154,1.0,False,0.1577,0.8423,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_expected_outs,22,0.7998,1.0,False,0.6001,0.3999,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_workload_uncertainty_outs,22,0.4848,1.0,False,0.7576,0.2424,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_workload_uncertainty_outs,22,0.0586,1.0,False,0.0293,0.9707,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_bullpen_ra9,22,0.3662,1.0,False,0.8169,0.1831,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_bullpen_ra9,22,0.3932,1.0,False,0.8034,0.1966,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_bullpen_likely_available_reliever_count,22,0.064,1.0,False,0.968,0.032,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_bullpen_likely_available_reliever_count,22,0.0294,0.6467999999999999,False,0.9853,0.0147,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,home_bullpen_recent_innings_burden,22,0.4442,1.0,False,0.7779,0.2221,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,away_bullpen_recent_innings_burden,22,0.092,1.0,False,0.954,0.046,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,strict_prior_total_run_factor,22,0.1104,1.0,False,0.0552,0.9448,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,park_history_depth,22,0.636,1.0,False,0.318,0.682,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,game_number,22,0.4482,1.0,False,0.2241,0.7759,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,league_total,22,0.3386,1.0,False,0.1693,0.8307,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_offense,22,0.291,1.0,False,0.8545,0.1455,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_prevention,22,0.651,1.0,False,0.3255,0.6745,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_offense,22,0.4424,1.0,False,0.2212,0.7788,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_prevention,22,0.1116,1.0,False,0.9442,0.0558,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_starter_ra9,22,0.52,1.0,False,0.26,0.74,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_starter_ra9,22,0.7448,1.0,False,0.3724,0.6276,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_starter_prior_starts,22,0.4954,1.0,False,0.2477,0.7523,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_starter_prior_starts,22,0.6136,1.0,False,0.3068,0.6932,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_expected_outs,22,0.3406,1.0,False,0.1703,0.8297,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_expected_outs,22,0.7816,1.0,False,0.6092,0.3908,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_workload_uncertainty_outs,22,0.4612,1.0,False,0.7694,0.2306,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_workload_uncertainty_outs,22,0.0506,1.0,False,0.0253,0.9747,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_bullpen_ra9,22,0.3066,1.0,False,0.8467,0.1533,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_bullpen_ra9,22,0.3482,1.0,False,0.8259,0.1741,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_bullpen_likely_available_reliever_count,22,0.0762,1.0,False,0.9619,0.0381,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_bullpen_likely_available_reliever_count,22,0.0322,0.7084,False,0.9839,0.0161,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,home_bullpen_recent_innings_burden,22,0.3858,1.0,False,0.8071,0.1929,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,away_bullpen_recent_innings_burden,22,0.0756,1.0,False,0.9622,0.0378,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,strict_prior_total_run_factor,22,0.1246,1.0,False,0.0623,0.9377,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,park_history_depth,22,0.7166,1.0,False,0.3583,0.6417,FWER sensitivity only; not sole replaceability interpretation
PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,game_number,22,0.4568,1.0,False,0.2284,0.7716,FWER sensitivity only; not sole replaceability interpretation
