component,line,reference,reachable_scoring_call,classification
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,243,"MLB_UBO5_CONSENSUS_CLOSEOUT_STATUS=""${ubo5_consensus_closeout_status:-not_attempted}"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,244,"MLB_UBO5_CONSENSUS_CLOSEOUT_MANIFEST=""$ubo5_consensus_closeout_manifest"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,245,"MLB_UBO5_BROAD_RECORDS_ATTEMPTED=""${ubo5_broad_records_attempted:-false}"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,246,"MLB_UBO5_BROAD_RECORDS_RC=""${ubo5_broad_records_rc:-0}"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,247,"MLB_UBO5_BROAD_RECORDS_STATUS=""${ubo5_broad_records_status:-not_attempted}"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,248,"MLB_UBO5_COMPLETE_OUTCOME_MANIFEST=""$ubo5_complete_outcome_manifest"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,249,"MLB_UBO5_COMPLETE_OUTCOME_STATUS=""${ubo5_complete_outcome_status:-not_attempted}"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,250,"MLB_UBO5_HISTORY_REFRESH_COMMAND=""$ubo5_history_refresh_command"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,251,"MLB_UBO5_HISTORY_REFRESH_ATTEMPTED=""${ubo5_history_refresh_attempted:-false}"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,252,"MLB_UBO5_HISTORY_REFRESH_RC=""${ubo5_history_refresh_rc:-0}"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,253,"MLB_UBO5_HISTORY_REFRESH_STATUS=""${ubo5_history_refresh_status:-not_attempted}"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,415,"env(""MLB_UBO5_CLOSEOUT_COMMAND""),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,416,"as_int(env(""MLB_UBO5_CLOSEOUT_RC"", ""0"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,417,"env(""MLB_UBO5_CLOSEOUT_STATUS"", ""not_attempted""),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,419,"file_info(env(""MLB_UBO5_CLOSEOUT_MANIFEST"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,420,"file_info(env(""MLB_UBO5_DAILY_RECORD_CSV"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,610,"""ubo5_closeout_attempted"": as_bool(env(""MLB_UBO5_CLOSEOUT_ATTEMPTED"", ""false"")),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,611,"""ubo5_closeout_rc"": as_int(env(""MLB_UBO5_CLOSEOUT_RC"", ""0"")),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,612,"""ubo5_closeout_status"": env(""MLB_UBO5_CLOSEOUT_STATUS"", ""not_attempted""),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,613,"""ubo5_consensus_closeout_attempted"": as_bool(env(""MLB_UBO5_CONSENSUS_CLOSEOUT_ATTEMPTED"", ""false"")),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,614,"""ubo5_consensus_closeout_rc"": as_int(env(""MLB_UBO5_CONSENSUS_CLOSEOUT_RC"", ""0"")),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,615,"""ubo5_consensus_closeout_status"": env(""MLB_UBO5_CONSENSUS_CLOSEOUT_STATUS"", ""not_attempted""),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,616,"""ubo5_broad_records_attempted"": as_bool(env(""MLB_UBO5_BROAD_RECORDS_ATTEMPTED"", ""false"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,617,"""ubo5_broad_records_rc"": as_int(env(""MLB_UBO5_BROAD_RECORDS_RC"", ""0"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,618,"""ubo5_broad_records_status"": env(""MLB_UBO5_BROAD_RECORDS_STATUS"", ""not_attempted""),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,619,"""ubo5_complete_outcome_status"": env(""MLB_UBO5_COMPLETE_OUTCOME_STATUS"", ""not_attempted""),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,620,"""ubo5_complete_outcome_health"": load_json(env(""MLB_UBO5_COMPLETE_OUTCOME_MANIFEST"")),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,621,"""ubo5_history_refresh_attempted"": as_bool(env(""MLB_UBO5_HISTORY_REFRESH_ATTEMPTED"", ""false"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,622,"""ubo5_history_refresh_rc"": as_int(env(""MLB_UBO5_HISTORY_REFRESH_RC"", ""0"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,623,"""ubo5_history_refresh_status"": env(""MLB_UBO5_HISTORY_REFRESH_STATUS"", ""not_attempted""),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,649,"""ubo5_tb15_pending_closeouts"": env(""MLB_UBO5_CLOSEOUT_COMMAND""),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,650,"""ubo5_tb15_consensus_pending_closeouts"": env(""MLB_UBO5_CONSENSUS_CLOSEOUT_COMMAND""),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,651,"""ubo5_tb15_broad_pending_closeouts"": env(""MLB_UBO5_BROAD_RECORDS_COMMAND""),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,666,"""ubo5_tb15_closeout_manifest"": file_info(env(""MLB_UBO5_CLOSEOUT_MANIFEST"")),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,667,"""ubo5_tb15_consensus_closeout_manifest"": file_info(env(""MLB_UBO5_CONSENSUS_CLOSEOUT_MANIFEST"")),",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,668,"""ubo5_tb15_daily_record"": file_info(env(""MLB_UBO5_DAILY_RECORD_CSV"")),",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,716,"MLB_UBO5_CLOSEOUT_COMMAND=""$ubo5_closeout_command"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,717,"MLB_UBO5_CLOSEOUT_MANIFEST=""$ubo5_closeout_manifest"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,718,"MLB_UBO5_DAILY_RECORD_CSV=""$ubo5_daily_record_csv"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,995,"MLB_UBO5_CLOSEOUT_COMMAND=""$ubo5_closeout_command"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,996,"MLB_UBO5_CLOSEOUT_MANIFEST=""$ubo5_closeout_manifest"" \",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,997,"MLB_UBO5_DAILY_RECORD_CSV=""$ubo5_daily_record_csv"" \",False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1370,ubo5_closeout_attempted=false,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1371,ubo5_closeout_rc=0,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1372,ubo5_history_refresh_attempted=false,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1373,ubo5_history_refresh_rc=0,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1374,ubo5_history_refresh_status=not_attempted,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1375,ubo5_closeout_status=not_attempted,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1376,ubo5_consensus_closeout_attempted=false,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1377,ubo5_consensus_closeout_rc=0,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1378,ubo5_consensus_closeout_status=not_attempted,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1379,ubo5_broad_records_attempted=false,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1380,ubo5_broad_records_rc=0,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1381,ubo5_broad_records_status=not_attempted,False,HISTORICAL_EVIDENCE_RETAIN_READ_ONLY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1382,ubo5_complete_outcome_status=not_attempted,False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
/Users/jerrystrain/bin/proppadia_mlb_refresh_daily.sh,1863,"echo ""[$(date -u +%FT%TZ)] SUMMARY daily workflow completed_slate_date=${MLB_COMPLETED_SLATE_DATE} current_slate_date=${MLB_DAILY_BRIEF_CURRENT_SLATE_DATE} completed_finalized_data_status=${completed_finalized_data_status} completed_finalized_data_ingest_attempted=${completed_finalized_data_ingest_attempted} completed_finalized_data_ingest_rc=${completed_finalized_data_ingest_rc} completed_finalized_data_final_rc=${completed_finalized_data_final_rc} reconcile_rows_csv=${MLB_DAILY_BRIEF_RECONCILE_ROWS_CSV} reconcile_rows_exists_before_brief=${reconcile_rows_exists_before_brief} reconcile_rows_size=${reconcile_rows_size} reconcile_build_attempted=${reconcile_build_attempted} reconcile_build_status=${reconcile_build_status} reconcile_reused_existing=${reconcile_reused_existing} reconcile_create_rc=${reconcile_create_rc} ubo5_history_refresh_attempted=${ubo5_history_refresh_attempted} ubo5_history_refresh_rc=${ubo5_history_refresh_rc} ubo5_history_refresh_status=${ubo5_history_refresh_status} ubo5_closeout_attempted=${ubo5_closeout_attempted} ubo5_closeout_rc=${ubo5_closeout_rc} ubo5_closeout_status=${ubo5_closeout_status} ubo5_broad_records_attempted=${ubo5_broad_records_attempted} ubo5_broad_records_rc=${ubo5_broad_records_rc} ubo5_broad_records_status=${ubo5_broad_records_status} ubo5_complete_outcome_status=${ubo5_complete_outcome_status} ubo5_consensus_closeout_attempted=${ubo5_consensus_closeout_attempted} ubo5_consensus_closeout_rc=${ubo5_consensus_closeout_rc} ubo5_consensus_closeout_status=${ubo5_consensus_closeout_status} actual_wagers_by_source_csv=${MLB_ACTUAL_WAGERS_BY_SOURCE_CSV} actual_reconcile_exists_before_brief=${actual_reconcile_exists_before_brief} actual_reconcile_size=${actual_reconcile_size} actual_reconcile_build_attempted=${actual_reconcile_build_attempted} actual_reconcile_build_status=${actual_reconcile_build_status} actual_reconcile_reused_existing=${actual_reconcile_reused_existing} actual_reconcile_rc=${actual_reconcile_rc} brief_written=${brief_written} brief_path=${MLB_DAILY_BRIEF_PATH} upload_prep_command=${upload_prep_command} upload_prep_date=${MLB_DATE_ET} upload_prep_started=${upload_prep_started} upload_prep_rc=${hits_lane_selector_rc} ranking_upload_status=${ranking_upload_status} quick_card_upload_status=${quick_card_upload_status} ranking_unknown_event_rows=${ranking_unknown_event_rows} quick_card_unknown_event_rows=${quick_card_unknown_event_rows} public_catalog_fetch_attempted=${public_catalog_fetch_attempted} public_catalog_fetch_succeeded=${public_catalog_fetch_succeeded} upload_prep_summary_paths=${upload_prep_summary_paths} feature_lineage_health_rc=${feature_lineage_health_rc:-0} feature_lineage_health_status=${feature_lineage_health_status:-not_run} feature_lineage_health_json=${MLB_DAILY_FEATURE_LINEAGE_HEALTH_JSON} final_brief_rendered=${final_brief_rendered:-false} final_brief_rc=${final_brief_rc:-0} daily_index_rendered=${daily_index_rendered:-false} daily_index_rc=${daily_index_rc:-0} daily_index_path=${MLB_DAILY_INDEX_PATH} o15_prospective_grade_status=${o15_prospective_grade_status:-not_attempted} o15_prospective_grade_rc=${o15_prospective_grade_rc:-0}""",False,PENDING_CLOSEOUT_FINALIZER_RETAIN_TEMPORARILY
