schema,object_name,object_type,owner,estimated_rows,exact_rows_when_safe,size_bytes,created_date,last_definition_change,last_write_evidence,date_coverage,primary_identity_columns,primary_key,foreign_key_dependencies,dependent_views_functions,trigger_writers,rls_enabled,active_repository_callers,active_scheduled_callers,known_research_callers
extensions,"hmac(text, text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pg_stat_statements(showtext boolean, OUT userid oid, OUT dbid oid, OUT toplevel boolean, OUT queryid bigint, OUT query text, OUT plans bigint, OUT total_plan_time double precision, OUT min_plan_time double precision, OUT max_plan_time double precision, OUT mean_plan_time double precision, OUT stddev_plan_time double precision, OUT calls bigint, OUT total_exec_time double precision, OUT min_exec_time double precision, OUT max_exec_time double precision, OUT mean_exec_time double precision, OUT stddev_exec_time double precision, OUT rows bigint, OUT shared_blks_hit bigint, OUT shared_blks_read bigint, OUT shared_blks_dirtied bigint, OUT shared_blks_written bigint, OUT local_blks_hit bigint, OUT local_blks_read bigint, OUT local_blks_dirtied bigint, OUT local_blks_written bigint, OUT temp_blks_read bigint, OUT temp_blks_written bigint, OUT blk_read_time double precision, OUT blk_write_time double precision, OUT temp_blk_read_time double precision, OUT temp_blk_write_time double precision, OUT wal_records bigint, OUT wal_fpi bigint, OUT wal_bytes numeric, OUT jit_functions bigint, OUT jit_generation_time double precision, OUT jit_inlining_count bigint, OUT jit_inlining_time double precision, OUT jit_optimization_count bigint, OUT jit_optimization_time double precision, OUT jit_emission_count bigint, OUT jit_emission_time double precision)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pg_stat_statements_info(OUT dealloc bigint, OUT stats_reset timestamp with time zone)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pg_stat_statements_reset(userid oid, dbid oid, queryid bigint)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_armor_headers(text, OUT key text, OUT value text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,pgp_key_id(bytea),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_decrypt(bytea, bytea)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_decrypt(bytea, bytea, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_decrypt(bytea, bytea, text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_decrypt_bytea(bytea, bytea)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_decrypt_bytea(bytea, bytea, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_decrypt_bytea(bytea, bytea, text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_encrypt(text, bytea)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_encrypt(text, bytea, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_encrypt_bytea(bytea, bytea)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_pub_encrypt_bytea(bytea, bytea, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_decrypt(bytea, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_decrypt(bytea, text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_decrypt_bytea(bytea, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_decrypt_bytea(bytea, text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_encrypt(text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_encrypt(text, text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_encrypt_bytea(bytea, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"pgp_sym_encrypt_bytea(bytea, text, text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,pgrst_ddl_watch(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,pgrst_drop_watch(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,set_graphql_placeholder(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"sign(payload json, secret text, algorithm text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,try_cast_double(inp text),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,url_decode(data text),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,url_encode(data bytea),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_generate_v1(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_generate_v1mc(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"uuid_generate_v3(namespace uuid, name text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_generate_v4(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"uuid_generate_v5(namespace uuid, name text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_nil(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_ns_dns(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_ns_oid(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_ns_url(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,uuid_ns_x500(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
extensions,"verify(token text, secret text, algorithm text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
graphql_public,"graphql(""operationName"" text, query text, variables jsonb, extensions jsonb)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
nhl,_safe_bigint(t text),FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,_safe_bool(t text),FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,_safe_int(t text),FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,_safe_num(t text),FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,audit_games_season_write(),FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,audit_games_write(),FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,"canonical_game_id(p_season integer, p_short_id integer)",FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,"load_points_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,"load_saves_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,"load_sog_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,log_games_season_change(),FUNCTION,postgres,,,,,,,,,,,,,,,,
nhl,set_updated_at(),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,batch_update_training_props(rows jsonb),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,bulk_update_training_rows(updates jsonb),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,execute_raw_sql(sql text),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,"fetch_bvp_game_ids(offset_value integer, batch_size integer)",FUNCTION,postgres,,,,,,,,,,,,,,,,
public,get_daily_prop_accuracy(target_date date),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,get_model_accuracy_metrics(),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,norm_player_ids_team_text(),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,norm_team_ids_mtp(),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,norm_team_ids_ps(),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,"resolve_team_context(p_player_id bigint, p_game_id bigint)",FUNCTION,postgres,,,,,,,,,,,,,,,,
public,set_is_starter(),FUNCTION,postgres,,,,,,,,,,,,,,,,
public,update_timestamp(),FUNCTION,postgres,,,,,,,,,,,,,,,,
realtime,"apply_rls(wal jsonb, max_record_bytes integer)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,"broadcast_changes(topic_name text, event_name text, operation text, table_name text, table_schema text, new record, old record, level text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,"build_prepared_statement_sql(prepared_statement_name text, entity regclass, columns realtime.wal_column[])",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,"cast(val text, type_ regtype)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,"check_equality_op(op realtime.equality_op, type_ regtype, val_1 text, val_2 text)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,"is_visible_through_filters(columns realtime.wal_column[], filters realtime.user_defined_filter[])",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,"list_changes(publication name, slot_name name, max_changes integer, max_record_bytes integer)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,quote_wal2json(entity regclass),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,"send(payload jsonb, event text, topic text, private boolean)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,subscription_check_filters(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,to_regrole(role_name text),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
realtime,topic(),FUNCTION,supabase_realtime_admin,,,,,,,,,,,,,,,,
storage,allow_any_operation(expected_operations text[]),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,allow_only_operation(expected_operation text),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,"can_insert_object(bucketid text, name text, owner uuid, metadata jsonb)",FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,enforce_bucket_name_length(),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,extension(name text),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,filename(name text),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,foldername(name text),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,"get_common_prefix(p_key text, p_prefix text, p_delimiter text)",FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,get_size_by_bucket(),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,"list_multipart_uploads_with_delimiter(bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text)",FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,"list_objects_with_delimiter(_bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text)",FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,operation(),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,protect_delete(),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,"search(prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text)",FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,"search_by_timestamp(p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text)",FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,"search_v2(prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text)",FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
storage,update_updated_at_column(),FUNCTION,supabase_storage_admin,,,,,,,,,,,,,,,,
vault,"_crypto_aead_det_decrypt(message bytea, additional bytea, key_id bigint, context bytea, nonce bytea)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
vault,"_crypto_aead_det_encrypt(message bytea, additional bytea, key_id bigint, context bytea, nonce bytea)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
vault,_crypto_aead_det_noncegen(),FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
vault,"create_secret(new_secret text, new_name text, new_description text, new_key_id uuid)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
vault,"update_secret(secret_id uuid, new_secret text, new_name text, new_description text, new_key_id uuid)",FUNCTION,supabase_admin,,,,,,,,,,,,,,,,
cron,job.cron_job_policy,RLS_POLICY,,,,,,,,,,,,,ALL:(username = CURRENT_USER):,True,,,
cron,job_run_details.cron_job_run_details_policy,RLS_POLICY,,,,,,,,,,,,,ALL:(username = CURRENT_USER):,True,,,
mlb,model_training_props.Allow anon insert,RLS_POLICY,,,,,,,,,,,,,INSERT::true,True,,,
mlb,model_training_props.Allow anon select,RLS_POLICY,,,,,,,,,,,,,SELECT:true:,True,,,
mlb,model_training_props.Allow upsert for anon key,RLS_POLICY,,,,,,,,,,,,,ALL:true:true,True,,,
mlb,model_training_props.Enable read access for all users,RLS_POLICY,,,,,,,,,,,,,SELECT:true:,True,,,
auth,audit_log_entries.audit_log_entries_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX audit_log_entries_pkey ON auth.audit_log_entries USING btree (id),,,,,,,,,,
auth,audit_log_entries.audit_logs_instance_id_idx,INDEX,,,,,,,CREATE INDEX audit_logs_instance_id_idx ON auth.audit_log_entries USING btree (instance_id),,,,,,,,,,
auth,custom_oauth_providers.custom_oauth_providers_created_at_idx,INDEX,,,,,,,CREATE INDEX custom_oauth_providers_created_at_idx ON auth.custom_oauth_providers USING btree (created_at),,,,,,,,,,
auth,custom_oauth_providers.custom_oauth_providers_enabled_idx,INDEX,,,,,,,CREATE INDEX custom_oauth_providers_enabled_idx ON auth.custom_oauth_providers USING btree (enabled),,,,,,,,,,
auth,custom_oauth_providers.custom_oauth_providers_identifier_idx,INDEX,,,,,,,CREATE INDEX custom_oauth_providers_identifier_idx ON auth.custom_oauth_providers USING btree (identifier),,,,,,,,,,
auth,custom_oauth_providers.custom_oauth_providers_identifier_key,INDEX,,,,,,,CREATE UNIQUE INDEX custom_oauth_providers_identifier_key ON auth.custom_oauth_providers USING btree (identifier),,,,,,,,,,
auth,custom_oauth_providers.custom_oauth_providers_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX custom_oauth_providers_pkey ON auth.custom_oauth_providers USING btree (id),,,,,,,,,,
auth,custom_oauth_providers.custom_oauth_providers_provider_type_idx,INDEX,,,,,,,CREATE INDEX custom_oauth_providers_provider_type_idx ON auth.custom_oauth_providers USING btree (provider_type),,,,,,,,,,
auth,flow_state.flow_state_created_at_idx,INDEX,,,,,,,CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC),,,,,,,,,,
auth,flow_state.flow_state_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX flow_state_pkey ON auth.flow_state USING btree (id),,,,,,,,,,
auth,flow_state.idx_auth_code,INDEX,,,,,,,CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code),,,,,,,,,,
auth,flow_state.idx_user_id_auth_method,INDEX,,,,,,,"CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)",,,,,,,,,,
auth,identities.identities_email_idx,INDEX,,,,,,,CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops),,,,,,,,,,
auth,identities.identities_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX identities_pkey ON auth.identities USING btree (id),,,,,,,,,,
auth,identities.identities_provider_id_provider_unique,INDEX,,,,,,,"CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)",,,,,,,,,,
auth,identities.identities_user_id_idx,INDEX,,,,,,,CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id),,,,,,,,,,
auth,instances.instances_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX instances_pkey ON auth.instances USING btree (id),,,,,,,,,,
auth,mfa_amr_claims.amr_id_pk,INDEX,,,,,,,CREATE UNIQUE INDEX amr_id_pk ON auth.mfa_amr_claims USING btree (id),,,,,,,,,,
auth,mfa_amr_claims.mfa_amr_claims_session_id_authentication_method_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)",,,,,,,,,,
auth,mfa_challenges.mfa_challenge_created_at_idx,INDEX,,,,,,,CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC),,,,,,,,,,
auth,mfa_challenges.mfa_challenges_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX mfa_challenges_pkey ON auth.mfa_challenges USING btree (id),,,,,,,,,,
auth,mfa_factors.factor_id_created_at_idx,INDEX,,,,,,,"CREATE INDEX factor_id_created_at_idx ON auth.mfa_factors USING btree (user_id, created_at)",,,,,,,,,,
auth,mfa_factors.mfa_factors_last_challenged_at_key,INDEX,,,,,,,CREATE UNIQUE INDEX mfa_factors_last_challenged_at_key ON auth.mfa_factors USING btree (last_challenged_at),,,,,,,,,,
auth,mfa_factors.mfa_factors_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX mfa_factors_pkey ON auth.mfa_factors USING btree (id),,,,,,,,,,
auth,mfa_factors.mfa_factors_user_friendly_name_unique,INDEX,,,,,,,"CREATE UNIQUE INDEX mfa_factors_user_friendly_name_unique ON auth.mfa_factors USING btree (friendly_name, user_id) WHERE (TRIM(BOTH FROM friendly_name) <> ''::text)",,,,,,,,,,
auth,mfa_factors.mfa_factors_user_id_idx,INDEX,,,,,,,CREATE INDEX mfa_factors_user_id_idx ON auth.mfa_factors USING btree (user_id),,,,,,,,,,
auth,mfa_factors.unique_phone_factor_per_user,INDEX,,,,,,,"CREATE UNIQUE INDEX unique_phone_factor_per_user ON auth.mfa_factors USING btree (user_id, phone)",,,,,,,,,,
auth,oauth_authorizations.oauth_auth_pending_exp_idx,INDEX,,,,,,,CREATE INDEX oauth_auth_pending_exp_idx ON auth.oauth_authorizations USING btree (expires_at) WHERE (status = 'pending'::auth.oauth_authorization_status),,,,,,,,,,
auth,oauth_authorizations.oauth_authorizations_authorization_code_key,INDEX,,,,,,,CREATE UNIQUE INDEX oauth_authorizations_authorization_code_key ON auth.oauth_authorizations USING btree (authorization_code),,,,,,,,,,
auth,oauth_authorizations.oauth_authorizations_authorization_id_key,INDEX,,,,,,,CREATE UNIQUE INDEX oauth_authorizations_authorization_id_key ON auth.oauth_authorizations USING btree (authorization_id),,,,,,,,,,
auth,oauth_authorizations.oauth_authorizations_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX oauth_authorizations_pkey ON auth.oauth_authorizations USING btree (id),,,,,,,,,,
auth,oauth_client_states.idx_oauth_client_states_created_at,INDEX,,,,,,,CREATE INDEX idx_oauth_client_states_created_at ON auth.oauth_client_states USING btree (created_at),,,,,,,,,,
auth,oauth_client_states.oauth_client_states_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX oauth_client_states_pkey ON auth.oauth_client_states USING btree (id),,,,,,,,,,
auth,oauth_clients.oauth_clients_deleted_at_idx,INDEX,,,,,,,CREATE INDEX oauth_clients_deleted_at_idx ON auth.oauth_clients USING btree (deleted_at),,,,,,,,,,
auth,oauth_clients.oauth_clients_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX oauth_clients_pkey ON auth.oauth_clients USING btree (id),,,,,,,,,,
auth,oauth_consents.oauth_consents_active_client_idx,INDEX,,,,,,,CREATE INDEX oauth_consents_active_client_idx ON auth.oauth_consents USING btree (client_id) WHERE (revoked_at IS NULL),,,,,,,,,,
auth,oauth_consents.oauth_consents_active_user_client_idx,INDEX,,,,,,,"CREATE INDEX oauth_consents_active_user_client_idx ON auth.oauth_consents USING btree (user_id, client_id) WHERE (revoked_at IS NULL)",,,,,,,,,,
auth,oauth_consents.oauth_consents_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX oauth_consents_pkey ON auth.oauth_consents USING btree (id),,,,,,,,,,
auth,oauth_consents.oauth_consents_user_client_unique,INDEX,,,,,,,"CREATE UNIQUE INDEX oauth_consents_user_client_unique ON auth.oauth_consents USING btree (user_id, client_id)",,,,,,,,,,
auth,oauth_consents.oauth_consents_user_order_idx,INDEX,,,,,,,"CREATE INDEX oauth_consents_user_order_idx ON auth.oauth_consents USING btree (user_id, granted_at DESC)",,,,,,,,,,
auth,one_time_tokens.one_time_tokens_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX one_time_tokens_pkey ON auth.one_time_tokens USING btree (id),,,,,,,,,,
auth,one_time_tokens.one_time_tokens_relates_to_hash_idx,INDEX,,,,,,,CREATE INDEX one_time_tokens_relates_to_hash_idx ON auth.one_time_tokens USING hash (relates_to),,,,,,,,,,
auth,one_time_tokens.one_time_tokens_token_hash_hash_idx,INDEX,,,,,,,CREATE INDEX one_time_tokens_token_hash_hash_idx ON auth.one_time_tokens USING hash (token_hash),,,,,,,,,,
auth,one_time_tokens.one_time_tokens_user_id_token_type_key,INDEX,,,,,,,"CREATE UNIQUE INDEX one_time_tokens_user_id_token_type_key ON auth.one_time_tokens USING btree (user_id, token_type)",,,,,,,,,,
auth,refresh_tokens.refresh_tokens_instance_id_idx,INDEX,,,,,,,CREATE INDEX refresh_tokens_instance_id_idx ON auth.refresh_tokens USING btree (instance_id),,,,,,,,,,
auth,refresh_tokens.refresh_tokens_instance_id_user_id_idx,INDEX,,,,,,,"CREATE INDEX refresh_tokens_instance_id_user_id_idx ON auth.refresh_tokens USING btree (instance_id, user_id)",,,,,,,,,,
auth,refresh_tokens.refresh_tokens_parent_idx,INDEX,,,,,,,CREATE INDEX refresh_tokens_parent_idx ON auth.refresh_tokens USING btree (parent),,,,,,,,,,
auth,refresh_tokens.refresh_tokens_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX refresh_tokens_pkey ON auth.refresh_tokens USING btree (id),,,,,,,,,,
auth,refresh_tokens.refresh_tokens_session_id_revoked_idx,INDEX,,,,,,,"CREATE INDEX refresh_tokens_session_id_revoked_idx ON auth.refresh_tokens USING btree (session_id, revoked)",,,,,,,,,,
auth,refresh_tokens.refresh_tokens_token_unique,INDEX,,,,,,,CREATE UNIQUE INDEX refresh_tokens_token_unique ON auth.refresh_tokens USING btree (token),,,,,,,,,,
auth,refresh_tokens.refresh_tokens_updated_at_idx,INDEX,,,,,,,CREATE INDEX refresh_tokens_updated_at_idx ON auth.refresh_tokens USING btree (updated_at DESC),,,,,,,,,,
auth,saml_providers.saml_providers_entity_id_key,INDEX,,,,,,,CREATE UNIQUE INDEX saml_providers_entity_id_key ON auth.saml_providers USING btree (entity_id),,,,,,,,,,
auth,saml_providers.saml_providers_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX saml_providers_pkey ON auth.saml_providers USING btree (id),,,,,,,,,,
auth,saml_providers.saml_providers_sso_provider_id_idx,INDEX,,,,,,,CREATE INDEX saml_providers_sso_provider_id_idx ON auth.saml_providers USING btree (sso_provider_id),,,,,,,,,,
auth,saml_relay_states.saml_relay_states_created_at_idx,INDEX,,,,,,,CREATE INDEX saml_relay_states_created_at_idx ON auth.saml_relay_states USING btree (created_at DESC),,,,,,,,,,
auth,saml_relay_states.saml_relay_states_for_email_idx,INDEX,,,,,,,CREATE INDEX saml_relay_states_for_email_idx ON auth.saml_relay_states USING btree (for_email),,,,,,,,,,
auth,saml_relay_states.saml_relay_states_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX saml_relay_states_pkey ON auth.saml_relay_states USING btree (id),,,,,,,,,,
auth,saml_relay_states.saml_relay_states_sso_provider_id_idx,INDEX,,,,,,,CREATE INDEX saml_relay_states_sso_provider_id_idx ON auth.saml_relay_states USING btree (sso_provider_id),,,,,,,,,,
auth,schema_migrations.schema_migrations_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX schema_migrations_pkey ON auth.schema_migrations USING btree (version),,,,,,,,,,
auth,sessions.sessions_not_after_idx,INDEX,,,,,,,CREATE INDEX sessions_not_after_idx ON auth.sessions USING btree (not_after DESC),,,,,,,,,,
auth,sessions.sessions_oauth_client_id_idx,INDEX,,,,,,,CREATE INDEX sessions_oauth_client_id_idx ON auth.sessions USING btree (oauth_client_id),,,,,,,,,,
auth,sessions.sessions_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX sessions_pkey ON auth.sessions USING btree (id),,,,,,,,,,
auth,sessions.sessions_user_id_idx,INDEX,,,,,,,CREATE INDEX sessions_user_id_idx ON auth.sessions USING btree (user_id),,,,,,,,,,
auth,sessions.user_id_created_at_idx,INDEX,,,,,,,"CREATE INDEX user_id_created_at_idx ON auth.sessions USING btree (user_id, created_at)",,,,,,,,,,
auth,sso_domains.sso_domains_domain_idx,INDEX,,,,,,,CREATE UNIQUE INDEX sso_domains_domain_idx ON auth.sso_domains USING btree (lower(domain)),,,,,,,,,,
auth,sso_domains.sso_domains_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX sso_domains_pkey ON auth.sso_domains USING btree (id),,,,,,,,,,
auth,sso_domains.sso_domains_sso_provider_id_idx,INDEX,,,,,,,CREATE INDEX sso_domains_sso_provider_id_idx ON auth.sso_domains USING btree (sso_provider_id),,,,,,,,,,
auth,sso_providers.sso_providers_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX sso_providers_pkey ON auth.sso_providers USING btree (id),,,,,,,,,,
auth,sso_providers.sso_providers_resource_id_idx,INDEX,,,,,,,CREATE UNIQUE INDEX sso_providers_resource_id_idx ON auth.sso_providers USING btree (lower(resource_id)),,,,,,,,,,
auth,sso_providers.sso_providers_resource_id_pattern_idx,INDEX,,,,,,,CREATE INDEX sso_providers_resource_id_pattern_idx ON auth.sso_providers USING btree (resource_id text_pattern_ops),,,,,,,,,,
auth,users.confirmation_token_idx,INDEX,,,,,,,CREATE UNIQUE INDEX confirmation_token_idx ON auth.users USING btree (confirmation_token) WHERE ((confirmation_token)::text !~ '^[0-9 ]*$'::text),,,,,,,,,,
auth,users.email_change_token_current_idx,INDEX,,,,,,,CREATE UNIQUE INDEX email_change_token_current_idx ON auth.users USING btree (email_change_token_current) WHERE ((email_change_token_current)::text !~ '^[0-9 ]*$'::text),,,,,,,,,,
auth,users.email_change_token_new_idx,INDEX,,,,,,,CREATE UNIQUE INDEX email_change_token_new_idx ON auth.users USING btree (email_change_token_new) WHERE ((email_change_token_new)::text !~ '^[0-9 ]*$'::text),,,,,,,,,,
auth,users.reauthentication_token_idx,INDEX,,,,,,,CREATE UNIQUE INDEX reauthentication_token_idx ON auth.users USING btree (reauthentication_token) WHERE ((reauthentication_token)::text !~ '^[0-9 ]*$'::text),,,,,,,,,,
auth,users.recovery_token_idx,INDEX,,,,,,,CREATE UNIQUE INDEX recovery_token_idx ON auth.users USING btree (recovery_token) WHERE ((recovery_token)::text !~ '^[0-9 ]*$'::text),,,,,,,,,,
auth,users.users_email_partial_key,INDEX,,,,,,,CREATE UNIQUE INDEX users_email_partial_key ON auth.users USING btree (email) WHERE (is_sso_user = false),,,,,,,,,,
auth,users.users_instance_id_email_idx,INDEX,,,,,,,"CREATE INDEX users_instance_id_email_idx ON auth.users USING btree (instance_id, lower((email)::text))",,,,,,,,,,
auth,users.users_instance_id_idx,INDEX,,,,,,,CREATE INDEX users_instance_id_idx ON auth.users USING btree (instance_id),,,,,,,,,,
auth,users.users_is_anonymous_idx,INDEX,,,,,,,CREATE INDEX users_is_anonymous_idx ON auth.users USING btree (is_anonymous),,,,,,,,,,
auth,users.users_phone_key,INDEX,,,,,,,CREATE UNIQUE INDEX users_phone_key ON auth.users USING btree (phone),,,,,,,,,,
