batch,schema,object_name,object_type,future_action,reason
3,extensions,"pg_stat_statements(showtext boolean, OUT userid oid, OUT dbid oid, OUT toplevel boolean, OUT queryid bigint, OUT query text, OUT plans bigint, OUT total_plan_time double precision, OUT min_plan_time double precision, OUT max_plan_time double precision, OUT mean_plan_time double precision, OUT stddev_plan_time double precision, OUT calls bigint, OUT total_exec_time double precision, OUT min_exec_time double precision, OUT max_exec_time double precision, OUT mean_exec_time double precision, OUT stddev_exec_time double precision, OUT rows bigint, OUT shared_blks_hit bigint, OUT shared_blks_read bigint, OUT shared_blks_dirtied bigint, OUT shared_blks_written bigint, OUT local_blks_hit bigint, OUT local_blks_read bigint, OUT local_blks_dirtied bigint, OUT local_blks_written bigint, OUT temp_blks_read bigint, OUT temp_blks_written bigint, OUT blk_read_time double precision, OUT blk_write_time double precision, OUT temp_blk_read_time double precision, OUT temp_blk_write_time double precision, OUT wal_records bigint, OUT wal_fpi bigint, OUT wal_bytes numeric, OUT jit_functions bigint, OUT jit_generation_time double precision, OUT jit_inlining_count bigint, OUT jit_inlining_time double precision, OUT jit_optimization_count bigint, OUT jit_optimization_time double precision, OUT jit_emission_count bigint, OUT jit_emission_time double precision)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pg_stat_statements_info(OUT dealloc bigint, OUT stats_reset timestamp with time zone)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pg_stat_statements_reset(userid oid, dbid oid, queryid bigint)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_armor_headers(text, OUT key text, OUT value text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,pgp_key_id(bytea),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_decrypt(bytea, bytea)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_decrypt(bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_decrypt(bytea, bytea, text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_decrypt_bytea(bytea, bytea)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_decrypt_bytea(bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_decrypt_bytea(bytea, bytea, text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_encrypt(text, bytea)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_encrypt(text, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_encrypt_bytea(bytea, bytea)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_pub_encrypt_bytea(bytea, bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_decrypt(bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_decrypt(bytea, text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_decrypt_bytea(bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_decrypt_bytea(bytea, text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_encrypt(text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_encrypt(text, text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_encrypt_bytea(bytea, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"pgp_sym_encrypt_bytea(bytea, text, text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,pgrst_ddl_watch(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,pgrst_drop_watch(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,set_graphql_placeholder(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"sign(payload json, secret text, algorithm text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,try_cast_double(inp text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,url_decode(data text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,url_encode(data bytea),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_generate_v1(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_generate_v1mc(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"uuid_generate_v3(namespace uuid, name text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_generate_v4(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"uuid_generate_v5(namespace uuid, name text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_nil(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_ns_dns(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_ns_oid(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_ns_url(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,uuid_ns_x500(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,extensions,"verify(token text, secret text, algorithm text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,graphql_public,"graphql(""operationName"" text, query text, variables jsonb, extensions jsonb)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,_safe_bigint(t text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,_safe_bool(t text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,_safe_int(t text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,_safe_num(t text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,audit_games_season_write(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,audit_games_write(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,"canonical_game_id(p_season integer, p_short_id integer)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,"load_points_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,"load_saves_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,"load_sog_predictions_from_stage(p_model_family text, p_model_params jsonb, p_feature_hash text, p_model_version text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,log_games_season_change(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,nhl,set_updated_at(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,batch_update_training_props(rows jsonb),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,bulk_update_training_rows(updates jsonb),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,execute_raw_sql(sql text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,"fetch_bvp_game_ids(offset_value integer, batch_size integer)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,get_daily_prop_accuracy(target_date date),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,get_model_accuracy_metrics(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,norm_player_ids_team_text(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,norm_team_ids_mtp(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,norm_team_ids_ps(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,"resolve_team_context(p_player_id bigint, p_game_id bigint)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,set_is_starter(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,public,update_timestamp(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"apply_rls(wal jsonb, max_record_bytes integer)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"broadcast_changes(topic_name text, event_name text, operation text, table_name text, table_schema text, new record, old record, level text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"build_prepared_statement_sql(prepared_statement_name text, entity regclass, columns realtime.wal_column[])",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"cast(val text, type_ regtype)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"check_equality_op(op realtime.equality_op, type_ regtype, val_1 text, val_2 text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"is_visible_through_filters(columns realtime.wal_column[], filters realtime.user_defined_filter[])",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"list_changes(publication name, slot_name name, max_changes integer, max_record_bytes integer)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,quote_wal2json(entity regclass),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,"send(payload jsonb, event text, topic text, private boolean)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,subscription_check_filters(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,to_regrole(role_name text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,realtime,topic(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,allow_any_operation(expected_operations text[]),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,allow_only_operation(expected_operation text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,"can_insert_object(bucketid text, name text, owner uuid, metadata jsonb)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,enforce_bucket_name_length(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,extension(name text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,filename(name text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,foldername(name text),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,"get_common_prefix(p_key text, p_prefix text, p_delimiter text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,get_size_by_bucket(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,"list_multipart_uploads_with_delimiter(bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,"list_objects_with_delimiter(_bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,operation(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,protect_delete(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,"search(prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,"search_by_timestamp(p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,"search_v2(prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,storage,update_updated_at_column(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,vault,"_crypto_aead_det_decrypt(message bytea, additional bytea, key_id bigint, context bytea, nonce bytea)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,vault,"_crypto_aead_det_encrypt(message bytea, additional bytea, key_id bigint, context bytea, nonce bytea)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,vault,_crypto_aead_det_noncegen(),FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,vault,"create_secret(new_secret text, new_name text, new_description text, new_key_id uuid)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,vault,"update_secret(secret_id uuid, new_secret text, new_name text, new_description text, new_key_id uuid)",FUNCTION,REQUIRES_BLOCKER_RESOLUTION,function lineage and write behavior not certified for MLB clean room
3,cron,job.cron_job_policy,RLS_POLICY,REQUIRES_BLOCKER_RESOLUTION,policy outside source-data boundary
3,cron,job_run_details.cron_job_run_details_policy,RLS_POLICY,REQUIRES_BLOCKER_RESOLUTION,policy outside source-data boundary
3,mlb,model_training_props.Allow anon insert,RLS_POLICY,REQUIRES_BLOCKER_RESOLUTION,policy outside source-data boundary
3,mlb,model_training_props.Allow anon select,RLS_POLICY,REQUIRES_BLOCKER_RESOLUTION,policy outside source-data boundary
3,mlb,model_training_props.Allow upsert for anon key,RLS_POLICY,REQUIRES_BLOCKER_RESOLUTION,policy outside source-data boundary
3,mlb,model_training_props.Enable read access for all users,RLS_POLICY,REQUIRES_BLOCKER_RESOLUTION,policy outside source-data boundary
3,auth,audit_log_entries.audit_log_entries_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,audit_log_entries.audit_logs_instance_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,custom_oauth_providers.custom_oauth_providers_created_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,custom_oauth_providers.custom_oauth_providers_enabled_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,custom_oauth_providers.custom_oauth_providers_identifier_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,custom_oauth_providers.custom_oauth_providers_identifier_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,custom_oauth_providers.custom_oauth_providers_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,custom_oauth_providers.custom_oauth_providers_provider_type_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,flow_state.flow_state_created_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,flow_state.flow_state_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,flow_state.idx_auth_code,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,flow_state.idx_user_id_auth_method,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,identities.identities_email_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,identities.identities_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,identities.identities_provider_id_provider_unique,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,identities.identities_user_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,instances.instances_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_amr_claims.amr_id_pk,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_amr_claims.mfa_amr_claims_session_id_authentication_method_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_challenges.mfa_challenge_created_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_challenges.mfa_challenges_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_factors.factor_id_created_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_factors.mfa_factors_last_challenged_at_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_factors.mfa_factors_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_factors.mfa_factors_user_friendly_name_unique,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_factors.mfa_factors_user_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,mfa_factors.unique_phone_factor_per_user,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_authorizations.oauth_auth_pending_exp_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_authorizations.oauth_authorizations_authorization_code_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_authorizations.oauth_authorizations_authorization_id_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_authorizations.oauth_authorizations_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_client_states.idx_oauth_client_states_created_at,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_client_states.oauth_client_states_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_clients.oauth_clients_deleted_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_clients.oauth_clients_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_consents.oauth_consents_active_client_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_consents.oauth_consents_active_user_client_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_consents.oauth_consents_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_consents.oauth_consents_user_client_unique,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,oauth_consents.oauth_consents_user_order_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,one_time_tokens.one_time_tokens_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,one_time_tokens.one_time_tokens_relates_to_hash_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,one_time_tokens.one_time_tokens_token_hash_hash_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,one_time_tokens.one_time_tokens_user_id_token_type_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,refresh_tokens.refresh_tokens_instance_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,refresh_tokens.refresh_tokens_instance_id_user_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,refresh_tokens.refresh_tokens_parent_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,refresh_tokens.refresh_tokens_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,refresh_tokens.refresh_tokens_session_id_revoked_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,refresh_tokens.refresh_tokens_token_unique,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,refresh_tokens.refresh_tokens_updated_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,saml_providers.saml_providers_entity_id_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,saml_providers.saml_providers_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,saml_providers.saml_providers_sso_provider_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,saml_relay_states.saml_relay_states_created_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,saml_relay_states.saml_relay_states_for_email_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,saml_relay_states.saml_relay_states_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,saml_relay_states.saml_relay_states_sso_provider_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,schema_migrations.schema_migrations_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sessions.sessions_not_after_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sessions.sessions_oauth_client_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sessions.sessions_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sessions.sessions_user_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sessions.user_id_created_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sso_domains.sso_domains_domain_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sso_domains.sso_domains_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sso_domains.sso_domains_sso_provider_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sso_providers.sso_providers_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sso_providers.sso_providers_resource_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,sso_providers.sso_providers_resource_id_pattern_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.confirmation_token_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.email_change_token_current_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.email_change_token_new_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.reauthentication_token_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.recovery_token_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.users_email_partial_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.users_instance_id_email_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.users_instance_id_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.users_is_anonymous_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.users_phone_key,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,users.users_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,webauthn_challenges.webauthn_challenges_expires_at_idx,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
3,auth,webauthn_challenges.webauthn_challenges_pkey,INDEX,REQUIRES_BLOCKER_RESOLUTION,supports parent relation; not itself source data
